step,x,y,loss
0,2.8,1.0,32.839999999999996
1,2.578640565038213,0.7786405639282135,21.80641535852175
2,2.424455185457502,0.6382034010382587,16.06057247371178
3,2.298700705462212,0.5318046955744937,12.35443078916947
4,2.189406994497835,0.44570727818629285,9.759877433261881
5,2.0910947003119618,0.3737736314425931,7.86534523471736
6,2.000738832522472,0.3126579871787116,6.446831299629469
7,1.9164720914446969,0.2602991508794948,5.36675647600106
8,1.837052931607054,0.2153096002109072,4.533719072100589
9,1.7616111518787008,0.17668473942996094,3.883711279109233
10,1.6895125343355388,0.14364854132951776,3.3703251893293498
11,1.6202809211130345,0.11556528230429564,2.959193625174692
12,1.553550546050246,0.09188682295458692,2.6245990049502073
13,1.4890354293637595,0.07212078169608874,2.347261688711888
14,1.4265089376338056,0.05581191754693604,2.112802002655778
15,1.3657896786280388,0.042532284730329634,1.910606327356427
16,1.3067314954047153,0.0318772986711131,1.7329512553468274
17,1.2492161992621407,0.02346565931589522,1.5743070416771898
18,1.1931481835358904,0.016941539460884527,1.4307779818576125
19,1.1384503600948974,0.011977770378494422,1.2996558969812
20,1.085061045419832,0.008279039004270633,1.1790710344584345
21,1.0329315406976884,0.005584383189384948,1.0677272011582475
22,0.9820242269674051,0.003668535135156861,0.9647080361018766
23,0.9323110473864428,0.002341906156193696,0.8693410021899164
24,0.8837722833487013,0.0014492144519523352,0.7811059543785709
25,0.8363955551101623,0.0008669209956614426,0.6995763134083545
26,0.7901749943156898,0.0004997512216081189,0.6243827654238879
27,0.7451105476468156,0.0002766408342621988,0.555191641468317
28,0.701207379220598,0.00014645585400230695,0.49169232490634873
29,0.6584753453643349,7.38067849648348e-05,0.4335899166387178
30,0.6169285196547685,3.521469093801066e-05,0.3806008293652855
31,0.5765847491246279,1.580562295640118e-05,0.332449979168553
32,0.5374652246543381,6.622906751203116e-06,0.28886886880931045
33,0.49959405005060387,2.567009630766495e-06,0.24959421501070375
34,0.46299779538571634,9.099255951675236e-07,0.21436695855273277
35,0.4277050210260864,2.907673482163866e-07,0.18293158501303863
36,0.39374575960192754,8.221256181904536e-08,0.15503572320466788
37,0.36115094415222015,2.0055360404192647e-08,0.13043000446205008
38,0.32995177202075876,4.072206289466298e-09,0.10886817185963918
39,0.30017899599282893,6.513050863203645e-10,0.09010742963526282
40,0.2718621368668354,7.45731825671698e-11,0.07390902146180195
41,0.24502861536206924,4.966500978613051e-12,0.06003902234625287
42,0.21970280615131402,8.000526111130499e-14,0.04826932303076186
43,0.19590502298524864,-2.9691711060041528e-15,0.038378778030850796
44,0.17365045133964632,2.767631044559767e-16,0.030154479250462874
45,0.15294805359260827,-4.2163997259181867e-17,0.02339310709776737
