step,x,y,loss
0,2.8,1.0,32.839999999999996
1,2.7664,0.7,19.90296896
2,2.7029632,0.21999999999999997,8.51601006055424
3,2.6134345216000003,-0.278,8.762139998690623
4,2.5014974967808,-0.6428,16.58728572640061
5,2.3707362044821507,-0.7782800000000001,20.763384111242438
6,2.22460220695958,-0.6667280000000001,16.06201062880944
7,2.0663863827057516,-0.36631280000000005,7.624579368727762
8,1.899195504284837,0.013954720000000032,3.611811918752696
9,1.7259333676545958,0.3520090720000001,6.076605658841066
10,1.5492862442755237,0.5506552672,9.980818449078944
11,1.3717123983030524,0.56424026272,9.840771755516679
12,1.1954353881481916,0.40719467987200003,5.574253450138532
13,1.0224408543510386,0.14369525134720001,1.5615934321394564
14,0.8544764836813885,-0.13656280972928003,1.1963650861933988
15,0.6930548322745267,-0.3478262217793281,3.5049020144711305
16,0.5394586880210568,-0.4336154260905729,4.991574119674127
17,0.3947486539366812,-0.38074108214352137,3.779920790580314
18,0.2597726394135029,-0.21893184794811857,1.2657606753373105
19,0.1351769546696805,-0.007623982787820477,0.019725936912493428
20,0.021418714944204137,0.18484029069279395,0.8546070879347754
21,-0.08122072538805504,0.30260604961750875,2.295857337860416
22,-0.17262157298243164,0.31781341776449945,2.5549324202377357
23,-0.2528108769415814,0.23615602376744121,1.4581550285411777
24,-0.32194751998151716,0.09181756203985644,0.31441182309582155
25,-0.38030712847768117,-0.0656323221269268,0.2523235546652566
26,-0.4282670905824966,-0.18764752123895367,1.0637025065540855
27,-0.4662918513898406,-0.24116694406809175,1.6714654634511175
28,-0.49491863389977203,-0.2169843413938885,1.4219995644347057
29,-0.514743714551913,-0.13012469656893905,0.6882720080996627
30,-0.526409362564217,-0.012913607255802817,0.28127584830419333
31,-0.53059153342452,0.09645045530276064,0.5140946335445293
32,-0.5279883887976985,0.16594297501463956,0.9671985126229219
33,-0.5193096979679868,0.17870335025093873,1.0680547471763437
34,-0.5052671598456303,0.13657668288832636,0.7216246605379312
35,-0.4865656696173619,0.05768967739547731,0.31994862280004793
36,-0.46389554037651204,-0.030615530766730015,0.2386318404844309
37,-0.437925677575229,-0.10090555888269762,0.4463271944154623
38,-0.40929769292317153,-0.13389491652225918,0.6157208181947997
39,-0.37862093442124173,-0.12341686344118682,0.5241468665235282
40,-0.34646840055645,-0.07696155663586565,0.2681173825795336
41,-0.3133734992714601,-0.012063313520316907,0.10184103837287631
42,-0.2798276061237116,0.049964099339772035,0.1407137697197923
43,-0.24627837101725344,0.09079954111192047,0.26676695268429534
44,-0.21312871896923405,0.10031157637327792,0.296984159711766
45,-0.18073648749838578,0.07877893519651624,0.18781869368067677
46,-0.14941464132464172,0.035765877578475866,0.05430468501613439
47,-0.11943200407237636,-0.013675637551303237,0.018939580157609503
48,-0.09101444649646903,-0.05407030990271346,0.08137358979544547
49,-0.06434647132019479,-0.07420442204816863,0.141797874658929
50,-0.03957313600570564,-0.07006379636462769,0.12428942211892648
51,-0.016802256590596934,-0.04531809434005253,0.05162555769188379
52,0.0038931619620880646,-0.009451534215919134,0.0022484441859303025
53,0.022472320715959507,0.02566383016057666,0.01697080966113405
54,0.03892389574585229,0.04956850905124988,0.06294099689913002
55,0.053263226523805565,0.056212167337480815,0.08183216521914985
